ano_saeb;codigo_inep;nome_escola;municipio;status_matching;fonte_saeb;observacao
2025;41130308;JOSE GUIMARAES C E PROFEM PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130359;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130421;LAMENHA LINS C E CM PRESEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130618;LOUREIRO FERNANDES C E PROFEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130685;LUIZA ROSS C E CM PROFAEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130723;LYSIMACO F COSTA C E PROFEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130936;MARIA MONTESSORI C EEF M;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41130952;MARIA P MARTINS E EEF;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41131223;MILTON CARNEIRO C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41131479;NATALIA REGINATO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41132475;PINHEIRO DO PARANA C E CMEF M P;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41132718;PROTASIO DE CARVALHO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41132718;PROTASIO DE CARVALHO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41132718;PROTASIO DE CARVALHO C EEF M PROFIS;Curitiba;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
